wc_ratio,additive_type,additive_pct,plastic_type,replacement_pct,particle_size_mm,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,source_doi,study_type,mix_id
0.48,none,0.0,None,0.0,,20.0,90.0,42.23,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00038
0.96,none,0.0,None,0.0,,20.0,180.0,36.25,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00039
0.6666666666666666,none,0.0,None,0.0,,20.0,90.0,50.46,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00040
0.5333333333333333,none,0.0,None,0.0,,20.0,365.0,43.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00041
0.96,none,0.0,None,0.0,,20.0,365.0,39.0,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00042
0.6,none,0.0,None,0.0,,20.0,180.0,53.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00043
0.5333333333333333,none,0.0,None,0.0,,20.0,90.0,41.54,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00044
0.5333333333333333,none,0.0,None,0.0,,20.0,7.0,35.08,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00045
0.5501432664756447,none,0.0,None,0.0,,20.0,3.0,15.05,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00046
0.6,none,0.0,None,0.0,,20.0,180.0,40.76,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00047
0.96,none,0.0,None,0.0,,20.0,7.0,26.26,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00048
0.6,none,0.0,None,0.0,,20.0,7.0,32.82,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00049
0.6857142857142857,none,0.0,None,0.0,,20.0,180.0,39.78,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00050
1.2,none,0.0,None,0.0,,20.0,180.0,46.93,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00051
0.96,none,0.0,None,0.0,,20.0,90.0,33.12,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00052
0.75,none,0.0,None,0.0,,20.0,90.0,49.19,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00053
1.3753581661891119,none,0.0,None,0.0,,20.0,7.0,14.59,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00054
0.9667673716012085,none,0.0,None,0.0,,20.0,7.0,14.64,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00055
0.48,none,0.0,None,0.0,,20.0,365.0,41.93,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00056
0.9667673716012085,none,0.0,None,0.0,,20.0,3.0,9.13,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00057
0.75,none,0.0,None,0.0,,20.0,180.0,50.95,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00058
0.6857142857142857,none,0.0,None,0.0,,20.0,28.0,33.02,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00059
0.75,none,0.0,None,0.0,,20.0,270.0,54.38,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00060
0.8571428571428571,none,0.0,None,0.0,,20.0,270.0,51.73,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00061
0.6193548387096774,none,0.0,None,0.0,,20.0,3.0,9.87,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00062
1.2,none,0.0,None,0.0,,20.0,270.0,50.66,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00063
0.8571428571428571,none,0.0,None,0.0,,20.0,180.0,48.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00064
0.6666666666666666,none,0.0,None,0.0,,20.0,270.0,55.06,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00065
1.3753581661891119,none,0.0,None,0.0,,20.0,360.0,44.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00066
0.6857142857142857,none,0.0,None,0.0,,20.0,7.0,30.28,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00067
1.2,none,0.0,None,0.0,,20.0,28.0,40.86,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00068
0.30103092783505153,none,0.0,None,0.0,,20.0,28.0,71.99,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00069
0.4548128342245989,none,0.0,None,0.0,,20.0,3.0,34.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00070
0.5601659751037344,none,0.0,None,0.0,,20.0,3.0,28.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00071
0.3611764705882353,none,0.0,None,0.0,,20.0,3.0,33.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00072
0.3562352941176471,none,0.0,None,0.0,,20.0,3.0,36.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00073
0.3376,none,0.0,None,0.0,,20.0,3.0,29.0,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00074
0.3812631578947368,none,0.0,None,0.0,,20.0,3.0,37.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00075
0.293816631130064,none,0.0,None,0.0,,20.0,3.0,40.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00076
0.3611764705882353,none,0.0,None,0.0,,20.0,3.0,33.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00077
0.40633041688111166,none,0.0,None,0.0,,20.0,3.0,28.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00078
0.26689252776209305,none,0.0,None,0.0,,20.0,3.0,41.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00079
0.3611764705882353,none,0.0,None,0.0,,20.0,3.0,33.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00080
0.4883939774153073,none,0.0,None,0.0,,20.0,3.0,25.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00081
0.3668491786958686,none,0.0,None,0.0,,20.0,3.0,41.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00082
0.4547710976282405,none,0.0,None,0.0,,20.0,3.0,35.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00083
0.5678097003398209,none,0.0,None,0.0,,20.0,3.0,28.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00084
0.40553359683794465,none,0.0,None,0.0,,20.0,3.0,28.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00085
0.4547710976282405,none,0.0,None,0.0,,20.0,3.0,35.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00086
0.505413901501921,none,0.0,None,0.0,,20.0,3.0,24.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00087
0.4547710976282405,none,0.0,None,0.0,,20.0,3.0,35.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00088
0.42369020501138954,none,0.0,None,0.0,,20.0,3.0,39.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00089
0.37419851243908697,none,0.0,None,0.0,,20.0,3.0,40.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00090
0.4547710976282405,none,0.0,None,0.0,,20.0,3.0,35.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00091
0.5176087599881622,none,0.0,None,0.0,,20.0,3.0,24.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00092
0.4548128342245989,none,0.0,None,0.0,,20.0,7.0,46.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00093
0.5601659751037344,none,0.0,None,0.0,,20.0,7.0,42.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00094
0.3611764705882353,none,0.0,None,0.0,,20.0,7.0,49.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00095
0.3562352941176471,none,0.0,None,0.0,,20.0,7.0,46.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00096
0.3376,none,0.0,None,0.0,,20.0,7.0,45.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00097
0.3812631578947368,none,0.0,None,0.0,,20.0,7.0,55.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00098
0.293816631130064,none,0.0,None,0.0,,20.0,7.0,54.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00099
0.3611764705882353,none,0.0,None,0.0,,20.0,7.0,49.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00100
0.40633041688111166,none,0.0,None,0.0,,20.0,7.0,34.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00101
0.26689252776209305,none,0.0,None,0.0,,20.0,7.0,46.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00102
0.3611764705882353,none,0.0,None,0.0,,20.0,7.0,49.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00103
0.4883939774153073,none,0.0,None,0.0,,20.0,7.0,33.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00104
0.3668491786958686,none,0.0,None,0.0,,20.0,7.0,54.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00105
0.4547710976282405,none,0.0,None,0.0,,20.0,7.0,55.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00106
0.5678097003398209,none,0.0,None,0.0,,20.0,7.0,49.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00107
0.40553359683794465,none,0.0,None,0.0,,20.0,7.0,47.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00108
0.4547710976282405,none,0.0,None,0.0,,20.0,7.0,55.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00109
0.505413901501921,none,0.0,None,0.0,,20.0,7.0,38.0,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00110
0.4547710976282405,none,0.0,None,0.0,,20.0,7.0,55.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00111
0.42369020501138954,none,0.0,None,0.0,,20.0,7.0,56.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00112
0.37419851243908697,none,0.0,None,0.0,,20.0,7.0,59.09,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00113
0.4547710976282405,none,0.0,None,0.0,,20.0,7.0,22.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00114
0.5176087599881622,none,0.0,None,0.0,,20.0,7.0,35.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00115
0.4548128342245989,none,0.0,None,0.0,,20.0,28.0,61.09,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00116
0.5601659751037344,none,0.0,None,0.0,,20.0,28.0,59.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00117
0.3611764705882353,none,0.0,None,0.0,,20.0,28.0,60.29,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00118
0.3562352941176471,none,0.0,None,0.0,,20.0,28.0,61.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00119
0.3376,none,0.0,None,0.0,,20.0,28.0,56.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00120
0.3812631578947368,none,0.0,None,0.0,,20.0,28.0,68.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00121
0.293816631130064,none,0.0,None,0.0,,20.0,28.0,66.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00122
0.3611764705882353,none,0.0,None,0.0,,20.0,28.0,60.29,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00123
0.40633041688111166,none,0.0,None,0.0,,20.0,28.0,50.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00124
0.26689252776209305,none,0.0,None,0.0,,20.0,28.0,56.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00125
0.3611764705882353,none,0.0,None,0.0,,20.0,28.0,60.29,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00126
0.4883939774153073,none,0.0,None,0.0,,20.0,28.0,55.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00127
0.3668491786958686,none,0.0,None,0.0,,20.0,28.0,68.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00128
0.4547710976282405,none,0.0,None,0.0,,20.0,28.0,71.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00129
0.5678097003398209,none,0.0,None,0.0,,20.0,28.0,74.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00130
0.40553359683794465,none,0.0,None,0.0,,20.0,28.0,52.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00131
0.4547710976282405,none,0.0,None,0.0,,20.0,28.0,71.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00132
0.505413901501921,none,0.0,None,0.0,,20.0,28.0,67.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00133
0.4547710976282405,none,0.0,None,0.0,,20.0,28.0,71.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00134
0.42369020501138954,none,0.0,None,0.0,,20.0,28.0,66.0,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00135
0.37419851243908697,none,0.0,None,0.0,,20.0,28.0,74.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00136
0.4547710976282405,none,0.0,None,0.0,,20.0,28.0,71.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00137
0.5176087599881622,none,0.0,None,0.0,,20.0,28.0,49.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00138
0.4548128342245989,none,0.0,None,0.0,,20.0,56.0,63.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00139
0.5601659751037344,none,0.0,None,0.0,,20.0,56.0,64.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00140
0.3611764705882353,none,0.0,None,0.0,,20.0,56.0,64.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00141
0.3562352941176471,none,0.0,None,0.0,,20.0,56.0,64.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00142
0.3376,none,0.0,None,0.0,,20.0,56.0,60.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00143
0.3812631578947368,none,0.0,None,0.0,,20.0,56.0,72.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00144
0.293816631130064,none,0.0,None,0.0,,20.0,56.0,69.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00145
0.3611764705882353,none,0.0,None,0.0,,20.0,56.0,64.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00146
0.40633041688111166,none,0.0,None,0.0,,20.0,56.0,55.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00147
0.26689252776209305,none,0.0,None,0.0,,20.0,56.0,58.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00148
0.3611764705882353,none,0.0,None,0.0,,20.0,56.0,64.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00149
0.4883939774153073,none,0.0,None,0.0,,20.0,56.0,66.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00150
0.3668491786958686,none,0.0,None,0.0,,20.0,56.0,73.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00151
0.4547710976282405,none,0.0,None,0.0,,20.0,56.0,77.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00152
0.5678097003398209,none,0.0,None,0.0,,20.0,56.0,80.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00153
0.40553359683794465,none,0.0,None,0.0,,20.0,56.0,54.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00154
0.4547710976282405,none,0.0,None,0.0,,20.0,56.0,77.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00155
0.505413901501921,none,0.0,None,0.0,,20.0,56.0,72.99,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00156
0.4547710976282405,none,0.0,None,0.0,,20.0,56.0,77.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00157
0.42369020501138954,none,0.0,None,0.0,,20.0,56.0,71.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00158
0.37419851243908697,none,0.0,None,0.0,,20.0,56.0,79.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00159
0.4547710976282405,none,0.0,None,0.0,,20.0,56.0,77.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00160
0.5176087599881622,none,0.0,None,0.0,,20.0,56.0,59.89,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00161
0.4548128342245989,none,0.0,None,0.0,,20.0,91.0,64.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00162
0.5601659751037344,none,0.0,None,0.0,,20.0,91.0,66.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00163
0.3611764705882353,none,0.0,None,0.0,,20.0,91.0,65.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00164
0.3562352941176471,none,0.0,None,0.0,,20.0,91.0,66.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00165
0.3376,none,0.0,None,0.0,,20.0,91.0,62.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00166
0.3812631578947368,none,0.0,None,0.0,,20.0,91.0,74.19,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00167
0.293816631130064,none,0.0,None,0.0,,20.0,91.0,70.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00168
0.3611764705882353,none,0.0,None,0.0,,20.0,91.0,65.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00169
0.40633041688111166,none,0.0,None,0.0,,20.0,91.0,57.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00170
0.26689252776209305,none,0.0,None,0.0,,20.0,91.0,59.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00171
0.3611764705882353,none,0.0,None,0.0,,20.0,91.0,65.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00172
0.4883939774153073,none,0.0,None,0.0,,20.0,91.0,68.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00173
0.3668491786958686,none,0.0,None,0.0,,20.0,91.0,75.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00174
0.4547710976282405,none,0.0,None,0.0,,20.0,91.0,79.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00175
0.40553359683794465,none,0.0,None,0.0,,20.0,91.0,56.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00176
0.4547710976282405,none,0.0,None,0.0,,20.0,91.0,79.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00177
0.505413901501921,none,0.0,None,0.0,,20.0,91.0,76.8,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00178
0.4547710976282405,none,0.0,None,0.0,,20.0,91.0,79.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00179
0.42369020501138954,none,0.0,None,0.0,,20.0,91.0,73.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00180
